Player,Team,Jumper,Position,Height,DOB,Age,Matches,RatingPoints_Avg,CoachesVotes_Avg,CoachesVotes_Total,TimeOnGround,Supercoach_Avg,DreamTeamPoints_Avg
Callum Mills,Sydney,14,Defender,188.0,1997-04-02,29.0,6,9.3,0.5,3,74.5,89.167,81.5
Tom Papley,Sydney,11,Forward,177.0,1996-07-13,29.0,6,9.383,1.0,6,72.833,76.833,72.667
Jevan Phillipou,Sydney,18,Midfield,183.0,2007-03-30,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Dane Rampe,Sydney,24,Defender,187.0,1990-06-02,35.0,5,9.14,0.0,0,74.6,65.4,49.2
Matthew Roberts,Sydney,34,DefenderMidfield,184.0,2003-07-31,22.0,6,11.967,0.0,0,83.167,85.333,71.5
Malcolm Rosas,Sydney,10,Forward,180.0,2001-06-27,24.0,5,12.22,0.0,0,70.8,63.8,45.4
James Rowbottom,Sydney,8,Midfield,186.0,2000-09-19,25.0,6,11.167,0.0,0,73.0,76.833,81.333
Jai Serong,Sydney,13,DefenderMidfield,193.0,2003-02-16,23.0,6,8.35,0.167,1,86.667,71.333,71.167
Angus Sheldrick,Sydney,12,Midfield,178.0,2003-11-07,22.0,5,10.72,0.0,0,60.0,70.2,80.6
Patrick Snell,Sydney,41,DefenderForward,194.0,2005-07-18,20.0,0,0.0,0.0,0,0.0,0.0,0.0
Chad Warner,Sydney,1,MidfieldForward,185.0,2001-05-19,24.0,6,16.25,0.833,5,77.833,86.0,77.0
Corey Warner,Sydney,37,MidfieldForward,182.0,2003-10-07,22.0,4,5.8,0.0,0,59.25,36.5,35.75
Sam Wicks,Sydney,15,Defender,181.0,1999-09-14,26.0,6,6.433,0.0,0,84.667,56.167,55.833
Bo Allan,West Coast,26,DefenderMidfield,191.0,2006-02-16,20.0,6,6.3,0.0,0,81.333,56.333,49.5
Sam Allen,West Coast,12,MidfieldForward,184.0,2007-01-13,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Liam Baker,West Coast,3,Defender,173.0,1998-01-27,28.0,5,9.92,0.0,0,80.2,65.2,61.2
Harry Barnett,West Coast,30,Ruck,203.0,2004-01-22,22.0,0,0.0,0.0,0,0.0,0.0,0.0
Rhett Bazzo,West Coast,33,Defender,195.0,2003-10-17,22.0,0,0.0,0.0,0,0.0,0.0,0.0
Sandy Brock,West Coast,41,Defender,198.0,2002-12-14,23.0,3,5.167,0.0,0,82.0,45.667,34.333
Tyler Brockman,West Coast,10,Forward,180.0,2002-11-22,23.0,0,0.0,0.0,0,0.0,0.0,0.0
Malakai Champion,West Coast,37,Forward,172.0,2006-05-17,19.0,1,3.2,0.0,0,67.0,34.0,35.0
Tom Cole,West Coast,28,Defender,188.0,1997-05-28,28.0,1,6.2,0.0,0,91.0,51.0,47.0
Jamie Cripps,West Coast,15,Forward,184.0,1992-04-23,33.0,5,4.34,0.0,0,79.6,50.0,48.4
Hamish Davis,West Coast,38,Midfield,190.0,2006-05-02,19.0,6,6.6,0.0,0,79.667,55.0,59.333
Tyrell Dewar,West Coast,43,DefenderMidfield,185.0,2004-03-27,22.0,0,0.0,0.0,0,0.0,0.0,0.0
Cooper Duff-Tytler,West Coast,21,ForwardRuck,201.0,2007-08-22,18.0,6,6.55,0.0,0,72.167,47.833,40.0
Liam Duggan,West Coast,14,Defender,186.0,1996-12-11,29.0,6,7.017,0.0,0,78.5,74.833,74.0
Willem Duursma,West Coast,1,Midfield,193.0,2007-06-21,18.0,6,11.0,0.0,0,79.5,86.833,79.0
Harry Edwards,West Coast,42,Defender,200.0,2000-10-01,25.0,1,2.0,0.0,0,16.0,7.0,0.0
Matthew Flynn,West Coast,25,Ruck,202.0,1997-09-13,28.0,4,9.0,0.0,0,73.25,73.5,58.0
Reuben Ginbey,West Coast,7,Defender,191.0,2004-09-10,21.0,6,8.867,1.167,7,91.0,67.5,48.167
Jack Graham,West Coast,17,MidfieldForward,181.0,1998-02-25,28.0,5,5.54,0.2,1,74.0,72.0,73.0
Lucca Grego,West Coast,31,Defender,184.0,2006-08-15,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Tom Gross,West Coast,27,MidfieldForward,181.0,2006-09-15,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Clay Hall,West Coast,29,Midfield,190.0,2005-05-12,20.0,0,0.0,0.0,0,0.0,0.0,0.0
Elijah Hewett,West Coast,8,Midfield,186.0,2004-05-27,21.0,2,0.7,0.0,0,70.5,38.0,43.0
Brady Hough,West Coast,19,DefenderMidfield,191.0,2003-03-05,23.0,6,4.3,0.0,0,81.833,60.5,58.5
Jack Hutchinson,West Coast,44,Midfield,190.0,2001-11-10,24.0,0,0.0,0.0,0,0.0,0.0,0.0
Harvey Johnston,West Coast,24,Defender,185.0,2005-08-18,20.0,0,0.0,0.0,0,0.0,0.0,0.0
Tim Kelly,West Coast,11,MidfieldForward,184.0,1994-07-26,31.0,5,11.22,1.0,5,72.8,92.0,76.4
Josh Lindsay,West Coast,5,Defender,183.0,2007-04-07,19.0,5,6.96,0.0,0,75.8,66.4,62.4
Noah Long,West Coast,13,Forward,179.0,2004-08-23,21.0,0,0.0,0.0,0,0.0,0.0,0.0
Finlay Macrae,West Coast,45,MidfieldForward,188.0,2002-03-13,24.0,0,0.0,0.0,0,0.0,0.0,0.0
Ryan Maric,West Coast,23,Defender,196.0,2004-09-06,21.0,1,11.3,0.0,0,79.0,74.0,75.0
Tom McCarthy,West Coast,18,Defender,188.0,2000-07-12,25.0,6,8.483,0.0,0,79.333,86.833,85.667
Milan Murdock,West Coast,47,Midfield,180.0,2000-06-30,25.0,3,11.967,1.0,3,73.333,95.667,89.667
Jacob Newton,West Coast,46,Forward,179.0,2006-03-20,20.0,3,4.133,0.0,0,77.0,27.667,33.333
Matt Owies,West Coast,16,Forward,179.0,1997-03-19,29.0,2,5.35,0.0,0,72.0,38.5,41.0
Archer Reid,West Coast,22,Forward,203.0,2005-09-19,20.0,6,4.75,0.0,0,74.333,37.333,34.167
Harley Reid,West Coast,9,Midfield,187.0,2005-04-17,21.0,6,8.583,2.5,15,81.833,77.667,70.333
Deven Robertson,West Coast,40,MidfieldForward,185.0,2001-06-30,24.0,4,9.625,0.0,0,74.5,84.5,73.5
Fred Rodriguez,West Coast,39,Forward,,2000-01-01,26.0,0,0.0,0.0,0,0.0,0.0,0.0
Harry Schoenberg,West Coast,48,MidfieldForward,180.0,2001-02-21,25.0,4,6.95,0.0,0,80.0,52.5,46.75
Jobe Shanahan,West Coast,35,Forward,195.0,2006-08-02,19.0,6,7.233,0.333,2,89.333,60.333,54.833
Brandon Starcevich,West Coast,4,Defender,188.0,1999-07-24,26.0,0,0.0,0.0,0,0.0,0.0,0.0
Jake Waterman,West Coast,2,Forward,192.0,1998-05-06,27.0,6,5.95,1.667,10,86.833,76.333,69.333
Bailey J. Williams,West Coast,32,ForwardRuck,201.0,2000-04-17,26.0,2,8.9,0.0,0,72.5,82.0,79.5
Jack Williams,West Coast,34,Forward,198.0,2003-12-01,22.0,0,0.0,0.0,0,0.0,0.0,0.0
Tylah Williams,West Coast,36,MidfieldForward,176.0,2007-02-22,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Elliot Yeo,West Coast,6,MidfieldForward,191.0,1993-10-01,32.0,4,13.6,0.5,2,59.75,79.25,70.25
Tylar Young,West Coast,20,Defender,196.0,1998-09-05,27.0,6,6.033,0.0,0,85.0,55.0,44.167
Oskar Baker,Western Bulldogs,13,DefenderMidfieldForward,184.0,1998-05-25,27.0,6,7.583,0.0,0,69.5,59.5,55.167
Marcus Bontempelli,Western Bulldogs,4,Midfield,194.0,1995-11-24,30.0,6,18.5,4.667,28,84.667,119.5,99.167
Lachlan Bramble,Western Bulldogs,29,DefenderForward,182.0,1998-04-19,28.0,6,8.983,0.0,0,78.167,58.167,49.833
Connor Budarick,Western Bulldogs,19,DefenderForward,175.0,2001-04-06,25.0,5,9.14,0.2,1,79.8,77.8,79.0
Jedd Busslinger,Western Bulldogs,5,Defender,198.0,2004-03-11,22.0,0,0.0,0.0,0,0.0,0.0,0.0
Lachlan Carmichael,Western Bulldogs,2,DefenderMidfield,184.0,2007-08-27,18.0,0,0.0,0.0,0,0.0,0.0,0.0
Luke Cleary,Western Bulldogs,36,Defender,191.0,2002-03-05,24.0,0,0.0,0.0,0,0.0,0.0,0.0
Nicholas Coffield,Western Bulldogs,17,Defender,191.0,1999-10-23,26.0,0,0.0,0.0,0,0.0,0.0,0.0
Jordan Croft,Western Bulldogs,16,Forward,201.0,2005-05-12,20.0,5,3.62,0.0,0,61.8,38.8,34.6
Bailey Dale,Western Bulldogs,31,Defender,188.0,1996-07-22,29.0,6,10.083,0.0,0,81.167,78.667,76.167
Sam Darcy,Western Bulldogs,10,Forward,208.0,2003-07-19,22.0,6,7.583,0.5,3,72.833,73.333,63.5
Will Darcy,Western Bulldogs,15,DefenderForward,196.0,2007-03-14,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Sam Davidson,Western Bulldogs,42,MidfieldForward,190.0,2001-12-13,24.0,6,8.6,0.0,0,74.0,56.167,50.0
Josh Dolan,Western Bulldogs,26,Forward,177.0,2006-11-11,19.0,2,5.4,0.0,0,75.5,54.0,51.5
Louis Emmett,Western Bulldogs,25,Ruck,200.0,2007-03-23,19.0,2,6.1,0.0,0,58.0,46.5,42.5
Timothy English,Western Bulldogs,44,Ruck,208.0,1997-08-10,28.0,4,15.35,0.5,2,73.25,109.25,91.0
Joel Freijah,Western Bulldogs,27,MidfieldForward,191.0,2005-11-14,20.0,6,11.367,1.333,8,88.333,76.667,75.5
Harvey Gallagher,Western Bulldogs,12,Defender,181.0,2003-09-26,22.0,1,9.9,0.0,0,75.0,41.0,36.0
Riley Garcia,Western Bulldogs,38,MidfieldForward,178.0,2001-01-30,25.0,0,0.0,0.0,0,0.0,0.0,0.0
Ryan Gardner,Western Bulldogs,43,Defender,197.0,1997-06-01,28.0,0,0.0,0.0,0,0.0,0.0,0.0
James Harmes,Western Bulldogs,22,Midfield,186.0,1995-10-05,30.0,0,0.0,0.0,0,0.0,0.0,0.0
Cooper Hynes,Western Bulldogs,6,Forward,190.0,2006-02-28,20.0,5,4.6,0.0,0,68.2,43.4,46.4
Lachie Jaques,Western Bulldogs,11,Defender,184.0,2006-06-01,19.0,5,6.24,0.2,1,77.8,67.0,75.0
Arthur Jones,Western Bulldogs,32,MidfieldForward,180.0,2003-07-18,22.0,2,6.45,2.0,4,53.0,51.5,46.5
Luke Kennedy,Western Bulldogs,35,Midfield,181.0,2006-10-11,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Matthew Kennedy,Western Bulldogs,8,Midfield,188.0,1997-04-06,29.0,6,12.233,2.0,12,81.333,99.667,103.5
Buku Khamis,Western Bulldogs,24,DefenderForward,191.0,2000-03-24,26.0,6,5.8,0.333,2,96.0,51.167,46.333
Will Lewis,Western Bulldogs,28,Forward,194.0,1999-05-05,26.0,2,3.55,0.0,0,67.0,30.0,38.0
Thomas Liberatore,Western Bulldogs,21,Midfield,184.0,1992-05-16,33.0,4,11.325,2.0,8,68.0,95.25,94.25
Rory Lobb,Western Bulldogs,7,Defender,207.0,1993-02-09,33.0,6,7.817,0.5,3,94.0,62.167,52.167
Lachlan McNeil,Western Bulldogs,30,Forward,184.0,2001-09-02,24.0,1,1.8,0.0,0,45.0,18.0,20.0
Aaron Naughton,Western Bulldogs,33,Forward,196.0,1999-11-30,26.0,6,10.35,1.333,8,83.167,71.167,69.167
James O'Donnell,Western Bulldogs,18,Defender,197.0,2002-08-31,23.0,6,6.633,0.167,1,86.167,60.5,37.833
Ed Richards,Western Bulldogs,20,Midfield,188.0,1999-07-03,26.0,5,15.78,2.0,10,78.4,107.8,106.8
Ryley Sanders,Western Bulldogs,9,MidfieldForward,186.0,2005-01-21,21.0,5,11.32,0.0,0,80.6,88.4,79.4
Michael Sellwood,Western Bulldogs,37,Defender,186.0,2003-10-02,22.0,6,4.183,0.0,0,78.0,56.667,53.167
Lachlan Smith,Western Bulldogs,40,Ruck,203.0,2005-10-05,20.0,0,0.0,0.0,0,0.0,0.0,0.0
Adam Treloar,Western Bulldogs,1,MidfieldForward,185.0,1993-03-09,33.0,0,0.0,0.0,0,0.0,0.0,0.0
Laitham Vandermeer,Western Bulldogs,23,Forward,182.0,1999-02-03,27.0,0,0.0,0.0,0,0.0,0.0,0.0
Zac Walker,Western Bulldogs,41,Defender,191.0,2006-03-03,20.0,0,0.0,0.0,0,0.0,0.0,0.0
Cody Weightman,Western Bulldogs,3,Forward,179.0,2001-01-15,25.0,0,0.0,0.0,0,0.0,0.0,0.0
Rhylee West,Western Bulldogs,14,Forward,183.0,2000-07-12,25.0,6,8.7,0.0,0,76.5,63.333,56.667
Bailey Williams,Western Bulldogs,34,DefenderMidfield,190.0,1997-10-10,28.0,6,9.183,1.667,10,85.167,93.333,95.5
